表名,表注释,ESG分类,录入属性,字段名,类型,是否可空,默认值,字段注释,键,额外,模板建议
compliance_procedure,合规手续,G,必须人工录入,expected_complete_date,date,是,,预计完成日期,,,可隐藏/系统
compliance_procedure,合规手续,G,必须人工录入,project_id,bigint,是,,Project ownership; new API writes must provide this value,,,可隐藏/系统
permit_record,许可事项,G,必须人工录入,id,bigint,否,,,PRI,,可隐藏/系统
permit_record,许可事项,G,必须人工录入,document_id,bigint,是,,,,,可隐藏/系统
permit_record,许可事项,G,必须人工录入,permit_name,varchar(255),是,,,,,可隐藏/系统
permit_record,许可事项,G,必须人工录入,permit_no,varchar(100),是,,,,,可隐藏/系统
permit_record,许可事项,G,必须人工录入,expire_date,date,是,,,MUL,,可隐藏/系统
permit_record,许可事项,G,必须人工录入,status,varchar(50),是,,,MUL,,可隐藏/系统
permit_record,许可事项,G,必须人工录入,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
permit_record,许可事项,G,必须人工录入,permit_type,varchar(100),是,,许可类型,,,可隐藏/系统
permit_record,许可事项,G,必须人工录入,responsible_department,varchar(100),是,,责任部门,,,可隐藏/系统
permit_record,许可事项,G,必须人工录入,project_id,bigint,是,,Project ownership; new API writes must provide this value,,,可隐藏/系统
special_plan_approval,ESG risk special-plan approval facts,G,必须人工录入,id,bigint,否,,,PRI,auto_increment,可隐藏/系统
special_plan_approval,ESG risk special-plan approval facts,G,必须人工录入,project_id,bigint,否,,Project ownership; required for every new fact,MUL,,建议人工填
special_plan_approval,ESG risk special-plan approval facts,G,必须人工录入,risk_point_id,bigint,否,,Reference to safety_risk_point.id,MUL,,建议人工填
special_plan_approval,ESG risk special-plan approval facts,G,必须人工录入,plan_code,varchar(80),否,,Project-scoped special-plan code,,,建议人工填
special_plan_approval,ESG risk special-plan approval facts,G,必须人工录入,plan_name,varchar(255),否,,Special-plan name,,,建议人工填
special_plan_approval,ESG risk special-plan approval facts,G,必须人工录入,risk_level,varchar(50),否,,Existing project risk-level value; no new levels are defined here,,,建议人工填
special_plan_approval,ESG risk special-plan approval facts,G,必须人工录入,approval_status,varchar(40),否,,Existing project approval-status value,,,建议人工填
special_plan_approval,ESG risk special-plan approval facts,G,必须人工录入,approval_date,date,是,,Approval completion date,,,可隐藏/系统
special_plan_approval,ESG risk special-plan approval facts,G,必须人工录入,approval_file_id,bigint,是,,Reference to file_asset.id,MUL,,可隐藏/系统
special_plan_approval,ESG risk special-plan approval facts,G,必须人工录入,source_doc_ref,varchar(255),是,,Source document reference,,,可隐藏/系统
special_plan_approval,ESG risk special-plan approval facts,G,必须人工录入,data_nature,varchar(20),否,demo,demo/formal/platform_calc,,,可隐藏/系统
special_plan_approval,ESG risk special-plan approval facts,G,必须人工录入,is_demo,tinyint(1),否,1,,,,可隐藏/系统
special_plan_approval,ESG risk special-plan approval facts,G,必须人工录入,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
special_plan_approval,ESG risk special-plan approval facts,G,必须人工录入,updated_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,可隐藏/系统
biz_design_change,Demo G03 设计变更,G,必须人工录入,id,bigint unsigned,否,,,PRI,,可隐藏/系统
biz_design_change,Demo G03 设计变更,G,必须人工录入,project_id,bigint unsigned,否,,,MUL,,建议人工填
biz_design_change,Demo G03 设计变更,G,必须人工录入,section_id,bigint unsigned,是,,,,,可隐藏/系统
biz_design_change,Demo G03 设计变更,G,必须人工录入,work_point_id,bigint unsigned,是,,,,,可隐藏/系统
biz_design_change,Demo G03 设计变更,G,必须人工录入,change_code,varchar(64),否,,,,,建议人工填
biz_design_change,Demo G03 设计变更,G,必须人工录入,change_type,varchar(64),否,,,,,建议人工填
biz_design_change,Demo G03 设计变更,G,必须人工录入,change_name,varchar(255),否,,,,,建议人工填
biz_design_change,Demo G03 设计变更,G,必须人工录入,location_desc,varchar(500),是,,,,,可隐藏/系统
biz_design_change,Demo G03 设计变更,G,必须人工录入,change_reason,varchar(1000),是,,,,,可隐藏/系统
biz_design_change,Demo G03 设计变更,G,必须人工录入,apply_date,date,否,,,,,建议人工填
biz_design_change,Demo G03 设计变更,G,必须人工录入,approve_status,varchar(32),否,,,,,建议人工填
biz_design_change,Demo G03 设计变更,G,必须人工录入,approve_date,date,是,,,,,可隐藏/系统
biz_design_change,Demo G03 设计变更,G,必须人工录入,implementation_status,varchar(32),否,,,,,建议人工填
biz_design_change,Demo G03 设计变更,G,必须人工录入,attachment_status,varchar(32),否,,,,,建议人工填
biz_design_change,Demo G03 设计变更,G,必须人工录入,responsible_org_id,bigint unsigned,是,,,,,可隐藏/系统
biz_design_change,Demo G03 设计变更,G,必须人工录入,risk_status,varchar(16),否,NORMAL,,,,可隐藏/系统
biz_design_change,Demo G03 设计变更,G,必须人工录入,source_doc_ref,varchar(255),是,,,,,可隐藏/系统
biz_design_change,Demo G03 设计变更,G,必须人工录入,updated_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,可隐藏/系统
biz_design_change,Demo G03 设计变更,G,必须人工录入,is_deleted,tinyint unsigned,否,0,,,,可隐藏/系统
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,id,bigint unsigned,否,,,PRI,,可隐藏/系统
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,project_id,bigint unsigned,否,,,MUL,,建议人工填
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,section_id,bigint unsigned,是,,,,,可隐藏/系统
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,issue_code,varchar(64),否,,,,,建议人工填
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,issue_type,varchar(64),否,,,,,建议人工填
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,issue_level,varchar(16),否,,,,,建议人工填
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,issue_description,varchar(1000),否,,,,,建议人工填
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,found_at,datetime,否,,,,,建议人工填
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,responsible_org_id,bigint unsigned,是,,,,,可隐藏/系统
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,current_status,varchar(32),否,,,,,建议人工填
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,deadline,date,是,,,,,可隐藏/系统
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,closed_at,date,是,,,,,可隐藏/系统
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,recurrence_flag,tinyint unsigned,否,0,,,,可隐藏/系统
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,evidence_status,varchar(32),否,,,,,建议人工填
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,risk_status,varchar(16),否,NORMAL,,,,可隐藏/系统
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,source_doc_ref,varchar(255),是,,,,,可隐藏/系统
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,updated_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,可隐藏/系统
biz_internal_control_issue,Demo G04 内控廉洁问题,G,必须人工录入,is_deleted,tinyint unsigned,否,0,,,,可隐藏/系统
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,id,bigint unsigned,否,,,PRI,,可隐藏/系统
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,project_id,bigint unsigned,否,,,MUL,,建议人工填
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,section_id,bigint unsigned,是,,,,,可隐藏/系统
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,work_point_id,bigint unsigned,是,,,,,可隐藏/系统
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,record_code,varchar(64),否,,,,,建议人工填
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,construction_date,date,否,,,,,建议人工填
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,start_time,datetime,否,,,,,建议人工填
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,end_time,datetime,否,,,,,建议人工填
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,permit_id,bigint unsigned,是,,,,,可隐藏/系统
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,permit_status,varchar(32),否,,,,,建议人工填
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,approval_status,varchar(32),否,,,,,建议人工填
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,noise_measure,varchar(500),是,,,,,可隐藏/系统
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,responsible_org_id,bigint unsigned,是,,,,,可隐藏/系统
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,risk_status,varchar(16),否,NORMAL,,,,可隐藏/系统
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,source_doc_ref,varchar(255),是,,,,,可隐藏/系统
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,updated_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,可隐藏/系统
biz_night_construction_record,Demo G02 夜间施工记录,G,必须人工录入,is_deleted,tinyint unsigned,否,0,,,,可隐藏/系统
rectification_record,整改事项,G,必须人工录入,id,bigint,否,,,PRI,,可隐藏/系统
rectification_record,整改事项,G,必须人工录入,document_id,bigint,是,,,,,可隐藏/系统
rectification_record,整改事项,G,必须人工录入,item_name,varchar(255),是,,,,,可隐藏/系统
rectification_record,整改事项,G,必须人工录入,status,varchar(50),是,,,MUL,,可隐藏/系统
rectification_record,整改事项,G,必须人工录入,source_type,varchar(100),是,,,,,可隐藏/系统
rectification_record,整改事项,G,必须人工录入,overdue,tinyint,否,0,,,,可隐藏/系统
rectification_record,整改事项,G,必须人工录入,closed_date,date,是,,,,,可隐藏/系统
rectification_record,整改事项,G,必须人工录入,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
rectification_record,整改事项,G,必须人工录入,issue_level,varchar(50),是,,问题等级,,,可隐藏/系统
rectification_record,整改事项,G,必须人工录入,deadline,date,是,,整改时限,,,可隐藏/系统
rectification_record,整改事项,G,必须人工录入,responsible_department,varchar(100),是,,责任部门,,,可隐藏/系统
rectification_record,整改事项,G,必须人工录入,check_batch,varchar(100),是,,检查批次，用于统计涉及检查次数,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,id,bigint,否,,,PRI,auto_increment,可隐藏/系统
e_closure_case,,综合,必须人工录入,case_code,varchar(80),否,,,UNI,,建议人工填
e_closure_case,,综合,必须人工录入,case_domain,varchar(30),否,,,MUL,,建议人工填
e_closure_case,,综合,必须人工录入,source_table,varchar(80),否,,,,,建议人工填
e_closure_case,,综合,必须人工录入,source_record_id,bigint,否,,,,,建议人工填
e_closure_case,,综合,必须人工录入,source_business_key,varchar(160),是,,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,source_document_id,bigint,是,,,MUL,,可隐藏/系统
e_closure_case,,综合,必须人工录入,title,varchar(255),否,,,,,建议人工填
e_closure_case,,综合,必须人工录入,location_text,varchar(255),是,,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,gis_feature_id,varchar(96),是,,,MUL,,可隐藏/系统
e_closure_case,,综合,必须人工录入,current_status,varchar(40),否,DISCOVERED,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,current_status_history_id,bigint,是,,,MUL,,可隐藏/系统
e_closure_case,,综合,必须人工录入,priority,varchar(30),是,,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,severity,varchar(30),是,,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,deadline,datetime(6),是,,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,discovery_org_id,bigint,是,,,MUL,,可隐藏/系统
e_closure_case,,综合,必须人工录入,responsible_org_id,bigint,是,,,MUL,,可隐藏/系统
e_closure_case,,综合,必须人工录入,review_org_id,bigint,是,,,MUL,,可隐藏/系统
e_closure_case,,综合,必须人工录入,close_org_id,bigint,是,,,MUL,,可隐藏/系统
e_closure_case,,综合,必须人工录入,opened_at,datetime(6),否,,,,,建议人工填
e_closure_case,,综合,必须人工录入,closed_at,datetime(6),是,,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,reopened_at,datetime(6),是,,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,closure_reason,varchar(500),是,,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,merged_into_case_id,bigint,是,,,MUL,,可隐藏/系统
e_closure_case,,综合,必须人工录入,data_nature,varchar(20),否,,,,,建议人工填
e_closure_case,,综合,必须人工录入,is_demo,tinyint(1),否,0,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,verification_status,varchar(30),否,PENDING_REVIEW,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,effective_status,varchar(30),否,DRAFT,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,effective_at,datetime(6),是,,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,effective_by,bigint,是,,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,row_version,int,否,0,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,created_by,bigint,是,,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,updated_by,bigint,是,,,,,可隐藏/系统
e_closure_case,,综合,必须人工录入,created_at,timestamp(6),否,CURRENT_TIMESTAMP(6),,,DEFAULT_GENERATED,可隐藏/系统
e_closure_case,,综合,必须人工录入,updated_at,timestamp(6),否,CURRENT_TIMESTAMP(6),,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP(6),可隐藏/系统
e_closure_case,,综合,必须人工录入,project_id,bigint,是,,Project ownership; legacy rows may remain NULL,,,可隐藏/系统
e_rectification_task,,综合,必须人工录入,id,bigint,否,,,PRI,auto_increment,可隐藏/系统
e_rectification_task,,综合,必须人工录入,task_code,varchar(80),否,,,UNI,,建议人工填
e_rectification_task,,综合,必须人工录入,title,varchar(255),否,,,,,建议人工填
e_rectification_task,,综合,必须人工录入,responsible_org_id,bigint,是,,,MUL,,可隐藏/系统
e_rectification_task,,综合,必须人工录入,deadline,datetime(6),是,,,,,可隐藏/系统
e_rectification_task,,综合,必须人工录入,task_status,varchar(30),否,PENDING,,,,可隐藏/系统
e_rectification_task,,综合,必须人工录入,data_nature,varchar(20),否,,,,,建议人工填
e_rectification_task,,综合,必须人工录入,is_demo,tinyint(1),否,0,,,,可隐藏/系统
e_rectification_task,,综合,必须人工录入,effective_status,varchar(30),否,DRAFT,,,,可隐藏/系统
e_rectification_task,,综合,必须人工录入,effective_at,datetime(6),是,,,,,可隐藏/系统
e_rectification_task,,综合,必须人工录入,effective_by,bigint,是,,,,,可隐藏/系统
e_rectification_task,,综合,必须人工录入,created_at,timestamp(6),否,CURRENT_TIMESTAMP(6),,,DEFAULT_GENERATED,可隐藏/系统
e_rectification_task,,综合,必须人工录入,updated_at,timestamp(6),否,CURRENT_TIMESTAMP(6),,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP(6),可隐藏/系统
e_rectification_task,,综合,必须人工录入,rectification_completed_date,date,是,,Client-entered actual rectification completion date; never generated by the system,,,可隐藏/系统
e_rectification_task,,综合,必须人工录入,rectification_completed_by,bigint,是,,User who entered the rectification completion date,MUL,,可隐藏/系统
e_case_evidence,,综合,文件上传关联,id,bigint,否,,,PRI,auto_increment,可隐藏/系统
e_case_evidence,,综合,文件上传关联,case_id,bigint,否,,,MUL,,建议人工填
e_case_evidence,,综合,文件上传关联,status_history_id,bigint,是,,,MUL,,可隐藏/系统
e_case_evidence,,综合,文件上传关联,document_id,bigint,是,,,MUL,,可隐藏/系统
e_case_evidence,,综合,文件上传关联,file_id,bigint,是,,,MUL,,可隐藏/系统
e_case_evidence,,综合,文件上传关联,evidence_role,varchar(40),否,,,,,建议人工填
e_case_evidence,,综合,文件上传关联,version_no,int,否,1,,,,可隐藏/系统
e_case_evidence,,综合,文件上传关联,is_current,tinyint(1),否,1,,,,可隐藏/系统
e_case_evidence,,综合,文件上传关联,validity_status,varchar(20),否,VALID,,,,可隐藏/系统
e_case_evidence,,综合,文件上传关联,verification_status,varchar(30),否,PENDING_REVIEW,,,,可隐藏/系统
e_case_evidence,,综合,文件上传关联,data_nature,varchar(20),否,,,,,建议人工填
e_case_evidence,,综合,文件上传关联,is_demo,tinyint(1),否,0,,,,可隐藏/系统
e_case_evidence,,综合,文件上传关联,created_by,bigint,是,,,,,可隐藏/系统
e_case_evidence,,综合,文件上传关联,created_at,timestamp(6),否,CURRENT_TIMESTAMP(6),,,DEFAULT_GENERATED,可隐藏/系统
e_case_evidence,,综合,文件上传关联,rectification_round_id,int,是,,rectification round id,,,可隐藏/系统
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,id,bigint unsigned,否,,,PRI,,可隐藏/系统
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,warning_code,varchar(64),否,,,UNI,,建议人工填
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,project_id,bigint unsigned,否,,,MUL,,建议人工填
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,domain_code,varchar(8),否,,,,,建议人工填
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,kpi_key,varchar(16),否,,,,,建议人工填
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,object_type,varchar(64),否,,,MUL,,建议人工填
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,object_id,bigint unsigned,否,,,,,建议人工填
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,object_name_snapshot,varchar(255),否,,,,,建议人工填
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,warning_level,varchar(16),否,,,,,建议人工填
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,warning_reason,varchar(1000),否,,,,,建议人工填
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,trigger_time,datetime,否,,,,,建议人工填
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,responsible_org_id,bigint unsigned,是,,,,,可隐藏/系统
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,responsible_unit,varchar(255),是,,,,,可隐藏/系统
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,status,varchar(32),否,,,,,建议人工填
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,source_rule_id,bigint unsigned,是,,,,,可隐藏/系统
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
biz_risk_warning,Demo ESG 风险预警,综合,系统自动生成/计算,updated_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,可隐藏/系统
biz_risk_disposal,Demo ESG 风险处置,综合,必须人工录入,id,bigint unsigned,否,,,PRI,,可隐藏/系统
biz_risk_disposal,Demo ESG 风险处置,综合,必须人工录入,warning_id,bigint unsigned,否,,,MUL,,建议人工填
biz_risk_disposal,Demo ESG 风险处置,综合,必须人工录入,project_id,bigint unsigned,否,,,,,建议人工填
biz_risk_disposal,Demo ESG 风险处置,综合,必须人工录入,responsible_unit,varchar(255),否,,,,,建议人工填
biz_risk_disposal,Demo ESG 风险处置,综合,必须人工录入,action_content,varchar(1000),是,,,,,可隐藏/系统
biz_risk_disposal,Demo ESG 风险处置,综合,必须人工录入,handler,varchar(100),是,,,,,可隐藏/系统
biz_risk_disposal,Demo ESG 风险处置,综合,必须人工录入,disposal_status,varchar(32),否,,,,,建议人工填
biz_risk_disposal,Demo ESG 风险处置,综合,必须人工录入,disposal_time,datetime,是,,,,,可隐藏/系统
biz_risk_disposal,Demo ESG 风险处置,综合,必须人工录入,close_time,datetime,是,,,,,可隐藏/系统
biz_risk_disposal,Demo ESG 风险处置,综合,必须人工录入,close_evidence,varchar(255),是,,,,,可隐藏/系统
biz_risk_disposal,Demo ESG 风险处置,综合,必须人工录入,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
biz_risk_disposal,Demo ESG 风险处置,综合,必须人工录入,updated_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,可隐藏/系统
file_asset,文件资产,综合,文件上传关联,id,bigint,否,,,PRI,,可隐藏/系统
file_asset,文件资产,综合,文件上传关联,file_code,varchar(64),否,,,UNI,,建议人工填
file_asset,文件资产,综合,文件上传关联,original_name,varchar(255),否,,,,,建议人工填
file_asset,文件资产,综合,文件上传关联,file_ext,varchar(20),是,,,,,可隐藏/系统
file_asset,文件资产,综合,文件上传关联,mime_type,varchar(100),是,,,,,可隐藏/系统
file_asset,文件资产,综合,文件上传关联,file_size,bigint,是,,,,,可隐藏/系统
file_asset,文件资产,综合,文件上传关联,storage_path,varchar(500),否,,,,,建议人工填
file_asset,文件资产,综合,文件上传关联,storage_bucket,varchar(100),是,,,,,可隐藏/系统
file_asset,文件资产,综合,文件上传关联,sha256_hash,varchar(128),否,,,MUL,,建议人工填
file_asset,文件资产,综合,文件上传关联,upload_source,varchar(50),否,,,,,建议人工填
file_asset,文件资产,综合,文件上传关联,uploader_id,bigint,是,,,,,可隐藏/系统
file_asset,文件资产,综合,文件上传关联,uploader_name,varchar(100),是,,,,,可隐藏/系统
file_asset,文件资产,综合,文件上传关联,upload_time,datetime,否,,,MUL,,建议人工填
file_asset,文件资产,综合,文件上传关联,duplicate_status,varchar(30),否,UNKNOWN,,,,可隐藏/系统
file_asset,文件资产,综合,文件上传关联,duplicate_of_file_id,bigint,是,,,,,可隐藏/系统
file_asset,文件资产,综合,文件上传关联,parse_status,varchar(30),否,PENDING,,MUL,,可隐藏/系统
file_asset,文件资产,综合,文件上传关联,is_deleted,tinyint,否,0,,,,可隐藏/系统
file_asset,文件资产,综合,文件上传关联,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
file_asset,文件资产,综合,文件上传关联,updated_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,可隐藏/系统
document_record,资料主档,综合,文件上传关联,id,bigint,否,,,PRI,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,document_code,varchar(64),否,,,UNI,,建议人工填
document_record,资料主档,综合,文件上传关联,document_name,varchar(255),否,,,,,建议人工填
document_record,资料主档,综合,文件上传关联,document_type,varchar(100),否,,,MUL,,建议人工填
document_record,资料主档,综合,文件上传关联,module_code,varchar(10),否,,,MUL,,建议人工填
document_record,资料主档,综合,文件上传关联,period_value,varchar(50),是,,,MUL,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,version_no,varchar(20),否,V1,,,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,source_name,varchar(100),是,,,,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,relation_count,int,否,0,,,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,validity_status,varchar(30),否,有效,,,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,document_status,varchar(30),否,ACTIVE,,MUL,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,confirm_status,varchar(30),否,CONFIRMED,,,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,file_id,bigint,是,,,,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,parse_job_id,bigint,是,,,,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,responsible_unit,varchar(100),是,,,,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,valid_start_date,date,是,,,,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,valid_end_date,date,是,,,,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,uploaded_at,datetime,是,,,,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,created_by,bigint,是,,,,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,updated_by,bigint,是,,,,,可隐藏/系统
document_record,资料主档,综合,文件上传关联,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
document_record,资料主档,综合,文件上传关联,updated_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,可隐藏/系统
gis_feature,,综合,必须人工录入,id,varchar(96),否,,,PRI,,可隐藏/系统
gis_feature,,综合,必须人工录入,project_id,varchar(64),否,LUOYI-ESG,,,,可隐藏/系统
gis_feature,,综合,必须人工录入,layer_id,varchar(64),否,,,MUL,,建议人工填
gis_feature,,综合,必须人工录入,section_id,varchar(64),是,,,MUL,,可隐藏/系统
gis_feature,,综合,必须人工录入,object_type,varchar(64),否,,,,,建议人工填
gis_feature,,综合,必须人工录入,name,varchar(160),否,,,,,建议人工填
gis_feature,,综合,必须人工录入,geometry_json,json,否,,,,,建议人工填
gis_feature,,综合,必须人工录入,properties_json,json,否,,,,,建议人工填
gis_feature,,综合,必须人工录入,status,varchar(32),是,,,,,可隐藏/系统
gis_feature,,综合,必须人工录入,risk_level,int,是,,,,,可隐藏/系统
gis_feature,,综合,必须人工录入,updated_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
gis_feature_business_relation,,综合,必须人工录入,id,bigint,否,,,PRI,auto_increment,可隐藏/系统
gis_feature_business_relation,,综合,必须人工录入,project_id,varchar(64),否,LUOYI-ESG,,,,可隐藏/系统
gis_feature_business_relation,,综合,必须人工录入,feature_id,varchar(96),否,,,MUL,,建议人工填
gis_feature_business_relation,,综合,必须人工录入,relation_type,varchar(64),否,,,MUL,,建议人工填
gis_feature_business_relation,,综合,必须人工录入,relation_code,varchar(64),是,,,,,可隐藏/系统
gis_feature_business_relation,,综合,必须人工录入,relation_name,varchar(160),否,,,,,建议人工填
gis_feature_business_relation,,综合,必须人工录入,relation_status,varchar(32),是,,,,,可隐藏/系统
gis_feature_business_relation,,综合,必须人工录入,risk_level,int,是,,,,,可隐藏/系统
gis_feature_business_relation,,综合,必须人工录入,source_table,varchar(80),是,,,,,可隐藏/系统
gis_feature_business_relation,,综合,必须人工录入,source_id,varchar(64),是,,,,,可隐藏/系统
gis_feature_business_relation,,综合,必须人工录入,summary,text,是,,,,,可隐藏/系统
gis_feature_business_relation,,综合,必须人工录入,updated_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,可隐藏/系统
org_unit,组织机构,综合,必须人工录入,id,bigint,否,,,PRI,,可隐藏/系统
org_unit,组织机构,综合,必须人工录入,org_code,varchar(64),否,,,UNI,,建议人工填
org_unit,组织机构,综合,必须人工录入,org_name,varchar(100),否,,,,,建议人工填
org_unit,组织机构,综合,必须人工录入,parent_id,bigint,是,,,,,可隐藏/系统
org_unit,组织机构,综合,必须人工录入,org_type,varchar(50),是,,,,,可隐藏/系统
org_unit,组织机构,综合,必须人工录入,enabled,tinyint,否,1,,,,可隐藏/系统
org_unit,组织机构,综合,必须人工录入,created_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED,可隐藏/系统
org_unit,组织机构,综合,必须人工录入,updated_at,datetime,否,CURRENT_TIMESTAMP,,,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,可隐藏/系统
project_section,,综合,必须人工录入,id,bigint,否,,,PRI,auto_increment,可隐藏/系统
